Year,geoid,type,name,centroid_lng,centroid_lat,bbox_arr
2017,4215328,place,"Colonial Park, PA",-76.8068447,40.2997151,"{-76.834237,40.281859,-76.774382,40.32253}"
2017,4215368,place,"Colony Park, PA",-75.9826703,40.3465252,"{-75.991716,40.340945,-75.973936,40.35324}"
2017,4215384,place,"Columbia, PA",-76.4958891,40.0348552,"{-76.516609,40.018951,-76.472296,40.050002}"
2017,4215400,place,"Columbus, PA",-79.5834988,41.9478709,"{-79.606679,41.93562,-79.564856,41.960768}"
2017,4215416,place,"Colver, PA",-78.7891547,40.542658,"{-78.799872,40.529278,-78.776228,40.554382}"
2017,4215432,place,"Colwyn, PA",-75.2530769,39.9118095,"{-75.260252,39.905849,-75.246752,39.91712}"
2017,4215464,place,"Commodore, PA",-78.9347999,40.7150294,"{-78.958807,40.70124,-78.927263,40.726585}"
2017,4215479,place,"Conashaugh Lakes, PA",-74.9925376,41.3040369,"{-75.009798,41.286481,-74.974623,41.322681}"
2017,4215584,place,"Conestoga, PA",-76.336045,39.9397552,"{-76.356814,39.931453,-76.318414,39.955692}"
2017,4215680,place,"Confluence, PA",-79.3559046,39.8099036,"{-79.367286,39.794632,-79.339592,39.827155}"
2017,4215744,place,"Conneaut Lake, PA",-80.30953,41.6024247,"{-80.319922,41.596411,-80.300724,41.608739}"
2017,4215755,place,"Conneaut Lakeshore, PA",-80.311992,41.6190568,"{-80.348459,41.60316,-80.276869,41.653002}"
2017,4215760,place,"Conneautville, PA",-80.36846,41.7569271,"{-80.37883,41.75015,-80.352083,41.76716}"
2017,4215776,place,"Connellsville, PA",-79.5896919,40.015686,"{-79.608486,40.001467,-79.564476,40.027869}"
2017,4215808,place,"Connoquenessing, PA",-80.0152012,40.817354,"{-80.029453,40.806821,-79.999185,40.825912}"
2017,4215848,place,"Conshohocken, PA",-75.3041005,40.077219,"{-75.316395,40.068965,-75.289979,40.087467}"
2017,4215872,place,"Conway, PA",-80.2401791,40.6663378,"{-80.255383,40.655362,-80.224958,40.67647}"
2017,4215888,place,"Conyngham, PA",-76.059499,40.991082,"{-76.078706,40.982687,-76.04179,41.000546}"
2017,4216056,place,"Coopersburg, PA",-75.3911343,40.5104723,"{-75.403905,40.501179,-75.379579,40.518511}"
2017,4216080,place,"Cooperstown, PA",-79.8736264,41.4997996,"{-79.882226,41.494338,-79.864857,41.505347}"
2017,4216128,place,"Coplay, PA",-75.4955466,40.6707092,"{-75.506352,40.663618,-75.486137,40.677787}"
2017,4216136,place,"Coral, PA",-79.1752161,40.5035551,"{-79.179559,40.497356,-79.169159,40.50732}"
2017,4216144,place,"Coraopolis, PA",-80.1618252,40.514618,"{-80.177883,40.503551,-80.146448,40.527397}"
2017,4216256,place,"Cornwall, PA",-76.4105177,40.2611698,"{-76.437387,40.23789,-76.373845,40.300144}"
2017,4216272,place,"Cornwells Heights, PA",-74.9516486,40.0770648,"{-74.963103,40.070313,-74.940683,40.083607}"
2017,4216296,place,"Corry, PA",-79.6331298,41.9282251,"{-79.658866,41.907576,-79.611042,41.955277}"
2017,4216304,place,"Corsica, PA",-79.2026768,41.1816469,"{-79.210162,41.177984,-79.194699,41.185604}"
2017,4216448,place,"Coudersport, PA",-78.0160375,41.7758441,"{-78.044747,41.761439,-77.980701,41.791804}"
2017,4216568,place,"Courtdale, PA",-75.9141921,41.2848292,"{-75.928442,41.274884,-75.900132,41.293828}"
2017,4216816,place,"Crabtree, PA",-79.4694897,40.3638406,"{-79.473295,40.357828,-79.465376,40.368955}"
2017,4216848,place,"Crafton, PA",-80.0711014,40.4333335,"{-80.086564,40.423723,-80.057336,40.442094}"
2017,4216960,place,"Cranesville, PA",-80.336603,41.9025943,"{-80.351612,41.895799,-80.330629,41.910506}"
2017,4217024,place,"Creekside, PA",-79.1936131,40.6819322,"{-79.199227,40.675336,-79.187247,40.687348}"
2017,4217040,place,"Crenshaw, PA",-78.7540555,41.2516651,"{-78.768209,41.240932,-78.739303,41.257365}"
2017,4217136,place,"Cresson, PA",-78.5865791,40.4626069,"{-78.597699,40.457714,-78.575868,40.468385}"
2017,4217152,place,"Cressona, PA",-76.1938607,40.6303936,"{-76.209708,40.622154,-76.181703,40.640527}"
2017,4217320,place,"Cross Creek, PA",-80.4091152,40.3263982,"{-80.414412,40.319031,-80.403714,40.332762}"
2017,4217416,place,"Cross Roads, PA",-76.5728225,39.8200133,"{-76.593743,39.805107,-76.552756,39.833934}"
2017,4217440,place,"Crown, PA",-79.2637657,41.3939388,"{-79.286375,41.37829,-79.237196,41.404497}"
2017,4217448,place,"Croydon, PA",-74.896679,40.090348,"{-74.914953,40.070505,-74.872341,40.105444}"
2017,4217528,place,"Crucible, PA",-79.9666129,39.9479358,"{-79.980951,39.938389,-79.949731,39.955466}"
2017,4217680,place,"Cumbola, PA",-76.1431842,40.713801,"{-76.150935,40.708563,-76.132043,40.719403}"
2017,4217832,place,"Curtisville, PA",-79.8491925,40.6497457,"{-79.8636,40.633767,-79.838522,40.661021}"
2017,4217840,place,"Curwensville, PA",-78.5184249,40.972743,"{-78.539948,40.960106,-78.49788,40.986168}"
2017,4217976,place,"Daisytown, PA",-78.9036093,40.3201018,"{-78.912934,40.316273,-78.895997,40.323757}"
2017,4218000,place,"Dale, PA",-78.9049006,40.311988,"{-78.912873,40.305923,-78.900824,40.320151}"
2017,4218048,place,"Dallas, PA",-75.9728617,41.3315196,"{-75.995544,41.316058,-75.94785,41.345716}"
2017,4218072,place,"Dallastown, PA",-76.6409705,39.8996197,"{-76.653232,39.890456,-76.627816,39.90714}"
2017,4218080,place,"Dalmatia, PA",-76.9042335,40.6489444,"{-76.915774,40.641759,-76.890281,40.658494}"
2017,4218088,place,"Dalton, PA",-75.7382696,41.5376103,"{-75.76393,41.524021,-75.710596,41.55317}"
2017,4218136,place,"Danville, PA",-76.6120395,40.9616757,"{-76.633434,40.946321,-76.592559,40.980651}"
2017,4218152,place,"Darby, PA",-75.2610822,39.9209525,"{-75.275311,39.912373,-75.24694,39.930679}"
2017,4218192,place,"Darlington, PA",-80.4241997,40.8101512,"{-80.431842,40.808217,-80.42067,40.812481}"
2017,4218256,place,"Dauberville, PA",-75.9951091,40.4607598,"{-76.015588,40.449337,-75.978396,40.473542}"
2017,4218272,place,"Dauphin, PA",-76.9302213,40.3682813,"{-76.937709,40.361415,-76.921991,40.376353}"
2017,4218312,place,"Davidsville, PA",-78.9356304,40.234795,"{-78.952885,40.217467,-78.917744,40.251574}"
2017,4218360,place,"Dawson, PA",-79.6569417,40.0471746,"{-79.664926,40.040931,-79.648393,40.051984}"
2017,4218400,place,"Dayton, PA",-79.2411271,40.8811949,"{-79.249396,40.877279,-79.232264,40.885748}"
2017,4218496,place,"Deemston, PA",-80.0333547,40.0272719,"{-80.064161,39.996457,-79.996096,40.058584}"
2017,4218568,place,"Deer Lake, PA",-79.5895434,39.8472508,"{-79.60392,39.834533,-79.571805,39.860336}"
2017,4218576,place,"Deer Lake, PA",-76.0569185,40.6206292,"{-76.072894,40.613951,-76.045168,40.626622}"
2017,4218608,place,"Defiance, PA",-78.2317764,40.1599067,"{-78.24183,40.157387,-78.223532,40.162655}"
2017,4218664,place,"Delano, PA",-76.0789241,40.8423972,"{-76.090836,40.835421,-76.056932,40.846497}"
2017,4218736,place,"Delaware Water Gap, PA",-75.133837,40.9678743,"{-75.156385,40.954394,-75.120232,40.991893}"
2017,4218768,place,"Delmont, PA",-79.5728896,40.4144078,"{-79.591839,40.401013,-79.561079,40.427375}"
2017,4218800,place,"Delta, PA",-76.3271312,39.7267072,"{-76.337113,39.72129,-76.318956,39.731783}"
2017,4218888,place,"Denver, PA",-76.141163,40.2341224,"{-76.158558,40.221257,-76.12489,40.246832}"
2017,4218960,place,"Derry, PA",-79.3010839,40.3334311,"{-79.312058,40.322898,-79.289583,40.341487}"
2017,4218998,place,"DeSales University, PA",-75.3777574,40.5387299,"{-75.382775,40.53366,-75.372357,40.543804}"
2017,4219040,place,"Devon, PA",-75.4267921,40.0489466,"{-75.442692,40.039689,-75.414991,40.058393}"
2017,4219048,place,"Dewart, PA",-76.8706546,41.1099367,"{-76.885022,41.097342,-76.855878,41.126116}"
2017,4219160,place,"Dickson City, PA",-75.6358163,41.4683491,"{-75.662269,41.449764,-75.604492,41.487445}"
2017,4219161,place,"Dicksonville, PA",-79.0105529,40.7161695,"{-79.024559,40.701829,-79.001293,40.733931}"
2017,4219208,place,"Dillsburg, PA",-77.0334929,40.1103165,"{-77.041017,40.099055,-77.025109,40.122191}"
2017,4219432,place,"Donaldson, PA",-76.40576,40.636344,"{-76.417172,40.633679,-76.397589,40.638826}"
2017,4219472,place,"Donegal, PA",-79.3807719,40.1120198,"{-79.388843,40.1075,-79.375638,40.116771}"
2017,4219536,place,"Donora, PA",-79.8624084,40.1795287,"{-79.879387,40.161815,-79.850376,40.194673}"
2017,4219576,place,"Dormont, PA",-80.0377088,40.3940456,"{-80.046487,40.383017,-80.028696,40.40429}"
2017,4219584,place,"Dorneyville, PA",-75.5187682,40.575456,"{-75.542999,40.566861,-75.497705,40.586113}"
2017,4219680,place,"Douglassville, PA",-75.7242284,40.2598987,"{-75.739085,40.24846,-75.715773,40.265507}"
2017,4219696,place,"Dover, PA",-76.8484311,40.0033023,"{-76.85922,39.996157,-76.837719,40.010612}"
2017,4219752,place,"Downingtown, PA",-75.7021631,40.0082888,"{-75.727146,39.995422,-75.675758,40.021323}"
2017,4219784,place,"Doylestown, PA",-75.1276974,40.3141965,"{-75.148583,40.298042,-75.105509,40.327776}"
2017,4219856,place,"Dravosburg, PA",-79.8906019,40.3508161,"{-79.906232,40.33899,-79.876676,40.359296}"
2017,4219920,place,"Drexel Hill, PA",-75.3038764,39.9495062,"{-75.331717,39.932205,-75.282057,39.964551}"
2017,4219976,place,"Driftwood, PA",-78.1252479,41.3432586,"{-78.154772,41.330866,-78.112388,41.358078}"
2017,4220080,place,"Dry Tavern, PA",-80.0095253,39.9398721,"{-80.023974,39.929942,-79.994067,39.952933}"
2017,4220096,place,"Dryville, PA",-75.7544694,40.4617898,"{-75.778601,40.453843,-75.736673,40.47186}"
2017,4220104,place,"Dublin, PA",-75.2059483,40.3769203,"{-75.214093,40.366097,-75.193766,40.382727}"
2017,4220136,place,"DuBois, PA",-78.7561543,41.1222686,"{-78.785369,41.109471,-78.72921,41.135668}"
2017,4220144,place,"Duboistown, PA",-77.0379474,41.223175,"{-77.04989,41.215763,-77.027207,41.228986}"
2017,4220152,place,"Dudley, PA",-78.1783051,40.2053069,"{-78.186507,40.201583,-78.164915,40.210795}"
2017,4220216,place,"Dunbar, PA",-79.6146719,39.9787073,"{-79.624648,39.969744,-79.602695,39.98642}"
2017,4220240,place,"Duncannon, PA",-77.0277298,40.3951781,"{-77.037058,40.38688,-77.015536,40.403914}"
2017,4220248,place,"Duncansville, PA",-78.4302601,40.4263075,"{-78.441482,40.419855,-78.419785,40.433735}"
2017,4220328,place,"Dunlevy, PA",-79.858734,40.1095714,"{-79.867384,40.10492,-79.850088,40.120904}"
2017,4220336,place,"Dunlo, PA",-78.7177566,40.2934355,"{-78.727146,40.284683,-78.70734,40.299688}"
2017,4220352,place,"Dunmore, PA",-75.606253,41.4139837,"{-75.651636,41.392721,-75.560303,41.442733}"
2017,4220416,place,"Dunnstown, PA",-77.4206992,41.1500708,"{-77.430309,41.13922,-77.409074,41.156076}"
2017,4220424,place,"Dupont, PA",-75.7420857,41.3236785,"{-75.762613,41.313414,-75.725132,41.33368}"
2017,4220432,place,"Duquesne, PA",-79.8501617,40.3734609,"{-79.868856,40.356932,-79.836169,40.38877}"
2017,4220512,place,"Duryea, PA",-75.7731814,41.356348,"{-75.807414,41.331464,-75.727567,41.378127}"
2017,4220528,place,"Dushore, PA",-76.3985119,41.5260023,"{-76.409899,41.516797,-76.383843,41.531917}"
2017,4220634,place,"Eagle Lake, PA",-75.472903,41.2800507,"{-75.496224,41.269559,-75.45416,41.30232}"
2017,4220648,place,"Eagles Mere, PA",-76.583089,41.4098448,"{-76.596846,41.390156,-76.565587,41.427708}"
2017,4220662,place,"Eagleview, PA",-75.680747,40.0593755,"{-75.699037,40.052905,-75.657151,40.069478}"
2017,4220664,place,"Eagleville, PA",-77.5853169,41.0559873,"{-77.598227,41.046729,-77.570865,41.064006}"
2017,4220672,place,"Eagleville, PA",-75.4089998,40.1603927,"{-75.428667,40.148288,-75.388907,40.171637}"
2017,4220704,place,"Earlston, PA",-78.3732065,40.0040813,"{-78.39055,39.99517,-78.351529,40.010859}"
2017,4220776,place,"East Bangor, PA",-75.1863931,40.8803112,"{-75.19939,40.872386,-75.175348,40.892294}"
2017,4220792,place,"East Berlin, PA",-76.9794587,39.9368289,"{-76.991068,39.927566,-76.969691,39.944143}"
2017,4220800,place,"East Berwick, PA",-76.2174445,41.0697167,"{-76.228547,41.053632,-76.212251,41.076932}"
2017,4220840,place,"East Brady, PA",-79.6103063,40.9819436,"{-79.624494,40.973146,-79.600672,40.994397}"
2017,4220904,place,"East Butler, PA",-79.8472565,40.8788379,"{-79.862059,40.871355,-79.834363,40.885829}"
2017,4220992,place,"East Conemaugh, PA",-78.8860716,40.3476304,"{-78.892485,40.339873,-78.880913,40.35338}"
2017,4221064,place,"East Earl, PA",-76.0259533,40.1101707,"{-76.036376,40.097039,-76.014777,40.121815}"
2017,4221176,place,"East Freedom, PA",-78.4365772,40.3573294,"{-78.448138,40.343175,-78.426102,40.370692}"
2017,4221200,place,"East Greenville, PA",-75.5061399,40.4057113,"{-75.516987,40.398442,-75.496321,40.413856}"
2017,4221384,place,"East Lansdowne, PA",-75.2607999,39.9439707,"{-75.26522,39.939868,-75.255713,39.948411}"
2017,4221400,place,"Eastlawn Gardens, PA",-75.2846819,40.7480496,"{-75.308664,40.73632,-75.273572,40.757547}"
2017,4221444,place,"East McKeesport, PA",-79.8074149,40.3848153,"{-79.816682,40.377082,-79.798097,40.391419}"
2017,4221648,place,"Easton, PA",-75.2185477,40.6859711,"{-75.283738,40.640735,-75.190158,40.716659}"
2017,4221688,place,"East Petersburg, PA",-76.3497387,40.1033603,"{-76.367045,40.085089,-76.335797,40.110307}"
2017,4221712,place,"East Pittsburgh, PA",-79.8381817,40.3968776,"{-79.846633,40.390837,-79.8301,40.405327}"
2017,4221728,place,"East Prospect, PA",-76.521404,39.9710081,"{-76.529294,39.965384,-76.512455,39.977535}"
2017,4221752,place,"East Rochester, PA",-80.2689826,40.6982007,"{-80.276,40.691772,-80.260002,40.70407}"
2017,4221792,place,"East Salem, PA",-77.23694,40.6087126,"{-77.243782,40.604335,-77.230174,40.612495}"
2017,4221816,place,"East Side, PA",-75.7621727,41.0623828,"{-75.771396,41.054417,-75.748212,41.069828}"
2017,4221872,place,"East Stroudsburg, PA",-75.1747406,41.0042201,"{-75.195662,40.984155,-75.161748,41.024624}"
2017,4221960,place,"East Uniontown, PA",-79.6976467,39.8959662,"{-79.72048,39.8829,-79.67952,39.9092}"
2017,4221968,place,"Eastvale, PA",-80.3147858,40.7666201,"{-80.317596,40.760859,-80.311812,40.772441}"
2017,4221976,place,"East Vandergrift, PA",-79.5629078,40.5974366,"{-79.568203,40.592352,-79.556858,40.601193}"
2017,4222016,place,"East Washington, PA",-80.2324358,40.1744353,"{-80.241618,40.166663,-80.223223,40.180808}"
2017,4222024,place,"East Waterford, PA",-77.6046948,40.3711312,"{-77.614319,40.365248,-77.592482,40.377312}"
2017,4222104,place,"East York, PA",-76.675896,39.9686835,"{-76.696411,39.950922,-76.659563,39.983185}"
2017,4222128,place,"Eau Claire, PA",-79.7985308,41.1368244,"{-79.810855,41.129302,-79.786775,41.146319}"
2017,4222144,place,"Ebensburg, PA",-78.7265414,40.4881203,"{-78.738856,40.475335,-78.70971,40.502732}"
2017,4222264,place,"Economy, PA",-80.1866476,40.6450796,"{-80.243563,40.588165,-80.14485,40.675436}"
2017,4222280,place,"Eddington, PA",-74.9445342,40.0864923,"{-74.954263,40.079582,-74.934827,40.096103}"
2017,4222296,place,"Eddystone, PA",-75.3371072,39.8548485,"{-75.348601,39.846112,-75.318531,39.866871}"
2017,4222344,place,"Edenborn, PA",-79.8875468,39.8820228,"{-79.894114,39.87595,-79.87847,39.886543}"
2017,4222352,place,"Edenburg, PA",-75.9596435,40.5655118,"{-75.973112,40.556657,-75.945458,40.572536}"
2017,4222520,place,"Edgewood, PA",-79.8839689,40.4312964,"{-79.894563,40.423963,-79.872194,40.436872}"
2017,4222528,place,"Edgewood, PA",-76.5780249,40.7882517,"{-76.591343,40.783518,-76.564281,40.793137}"
2017,4222576,place,"Edgeworth, PA",-80.192335,40.5544208,"{-80.210117,40.540459,-80.180552,40.568902}"
2017,4222600,place,"Edie, PA",-79.1278976,40.0863217,"{-79.135931,40.079665,-79.118666,40.093882}"
2017,4222608,place,"Edinboro, PA",-80.1242456,41.874979,"{-80.146821,41.862393,-80.101854,41.891066}"
2017,4222672,place,"Edwardsville, PA",-75.9099599,41.2602142,"{-75.920671,41.248492,-75.892914,41.277074}"
2017,4222680,place,"Effort, PA",-75.4376828,40.9415495,"{-75.475582,40.923213,-75.410613,40.966824}"
2017,4222696,place,"Egypt, PA",-75.5330254,40.6852785,"{-75.546914,40.67298,-75.519908,40.697084}"
2017,4222712,place,"Ehrenfeld, PA",-78.7772156,40.3750339,"{-78.786447,40.369402,-78.764554,40.379398}"
2017,4222736,place,"Eighty Four, PA",-80.1302977,40.1776984,"{-80.165522,40.15537,-80.098167,40.203237}"
2017,4222800,place,"Elco, PA",-79.8816783,40.081825,"{-79.893033,40.075305,-79.870742,40.087624}"
2017,4222832,place,"Elderton, PA",-79.3420777,40.6945457,"{-79.348362,40.687016,-79.336177,40.701455}"
2017,4222888,place,"Eldred, PA",-78.3810384,41.9558299,"{-78.388682,41.941288,-78.374475,41.96626}"
2017,4222960,place,"Elgin, PA",-79.7465087,41.9070115,"{-79.761683,41.8975,-79.735197,41.91814}"
2017,4222976,place,"Elim, PA",-78.9454632,40.2972507,"{-78.965732,40.284782,-78.923145,40.313106}"
2017,4222992,place,"Elizabeth, PA",-79.8871529,40.2715536,"{-79.896313,40.263564,-79.879136,40.279409}"
2017,4223016,place,"Elizabethtown, PA",-76.598652,40.1532841,"{-76.618559,40.137756,-76.580511,40.172752}"
2017,4223024,place,"Elizabethville, PA",-76.8159844,40.5472292,"{-76.828268,40.542529,-76.803242,40.553376}"
2017,4223152,place,"Elkland, PA",-77.3140668,41.989063,"{-77.330086,41.975521,-77.291174,41.999849}"
2017,4223280,place,"Ellport, PA",-80.2621132,40.8616226,"{-80.270981,40.854349,-80.254731,40.867841}"
2017,4223296,place,"Ellsworth, PA",-80.0225715,40.10535,"{-80.029935,40.097336,-80.013918,40.117383}"
2017,4223304,place,"Ellwood City, PA",-80.2829127,40.8619819,"{-80.300847,40.842183,-80.263733,40.876097}"
2017,4223392,place,"Elrama, PA",-79.9242815,40.251739,"{-79.930401,40.248411,-79.918005,40.254894}"
2017,4223440,place,"Elverson, PA",-75.8308258,40.1537195,"{-75.846516,40.148428,-75.819396,40.167292}"
2017,4223472,place,"Elysburg, PA",-76.5491604,40.8679901,"{-76.569615,40.853198,-76.527147,40.882584}"
2017,4223540,place,"Emerald Lakes, PA",-75.4139147,41.0840126,"{-75.438497,41.071368,-75.395942,41.100559}"
2017,4223560,place,"Emigsville, PA",-76.728361,40.0098364,"{-76.741362,39.991569,-76.715591,40.020231}"
2017,4223568,place,"Emlenton, PA",-79.7085502,41.1802447,"{-79.719172,41.176093,-79.693255,41.185666}"
2017,4223584,place,"Emmaus, PA",-75.4978825,40.5351882,"{-75.520143,40.516658,-75.478985,40.556541}"
2017,4223600,place,"Emporium, PA",-78.2340685,41.5103929,"{-78.251923,41.503417,-78.219751,41.51606}"
2017,4223616,place,"Emsworth, PA",-80.0962166,40.5108721,"{-80.108617,40.5032,-80.087083,40.51706}"
2017,4223688,place,"Englewood, PA",-76.2449101,40.7814621,"{-76.253096,40.774708,-76.236889,40.787899}"
2017,4223704,place,"Enhaut, PA",-76.8253896,40.2324251,"{-76.83136,40.226321,-76.819795,40.239682}"
2017,4223720,place,"Enlow, PA",-80.2317614,40.4523031,"{-80.240688,40.439427,-80.224187,40.467845}"
2017,4223744,place,"Enola, PA",-76.935497,40.2906044,"{-76.94901,40.270853,-76.923366,40.308976}"
2017,4223768,place,"Enon Valley, PA",-80.4562473,40.855745,"{-80.466137,40.851873,-80.445654,40.861934}"
2017,4223832,place,"Ephrata, PA",-76.180184,40.1808512,"{-76.208632,40.162314,-76.147631,40.201177}"
2017,4224000,place,"Erie, PA",-80.0735032,42.1165941,"{-80.138715,42.077191,-80.003376,42.153636}"
2017,4224040,place,"Ernest, PA",-79.1657747,40.6788943,"{-79.174377,40.674173,-79.157461,40.681085}"
2017,4224088,place,"Espy, PA",-76.4172218,41.005039,"{-76.435134,40.996547,-76.397833,41.014892}"
2017,4224160,place,"Etna, PA",-79.9496303,40.4951604,"{-79.958274,40.487655,-79.938355,40.508666}"
2017,4224240,place,"Evansburg, PA",-75.4348004,40.1899359,"{-75.446698,40.175932,-75.418957,40.202962}"
2017,4224248,place,"Evans City, PA",-80.0583659,40.7684983,"{-80.071463,40.760199,-80.044194,40.774639}"
2017,4224304,place,"Everett, PA",-78.3559034,40.0108672,"{-78.385649,40.005965,-78.347051,40.027507}"
2017,4224336,place,"Everson, PA",-79.5870342,40.0903596,"{-79.59033,40.085365,-79.582736,40.096672}"
2017,4224392,place,"Exeter, PA",-75.8216221,41.3336789,"{-75.85174,41.30858,-75.794138,41.355471}"
2017,4224432,place,"Export, PA",-79.6230634,40.416912,"{-79.637324,40.410486,-79.612999,40.422504}"
2017,4224440,place,"Exton, PA",-75.6330606,40.0299156,"{-75.65337,40.014929,-75.607881,40.044926}"
2017,4224448,place,"Eyers Grove, PA",-76.5196141,41.0954932,"{-76.522228,41.084583,-76.515614,41.105487}"
